,Unnamed: 0,Unnamed: 0.1,class,text,forum
1716,1920,1921,0,"This hotel reminds me of a European hotel with the small rooms but with non of the charm. I did not like it at all. Although it was inexpensive ($100 a night) for San Francisco standards I would never use the hotel again unless desperate. Â The carpet was old and dirty and all through the hotel. I was afraid to go barefoot in my room. The hallway to the rooms looked like an old college dormitory with dirty, old carpet! Â The service was good but the hotel clerks were behind a window as if they needed protection from what? Â It made me feel uncomfortable. Â The area was great but it was depressing having to go back to the hotel. Clean your carpets or change to hardwood!!! Â Also no amenities in the rooms like hair dryer, soaps, or shampoo.",5
1717,1921,1922,0,"This hotel truly is a disgrace. From the outside it looks very trendy and hip. The lobby hides the reality as well. We stayed in room 115 and checked out after one night. The room was filthy. Cobb webs on the ceilings. My wife did some dusting and the washcloth was black. It looked like a storage room with some office chairs thrown in the corner. The headboard was not even attached to the bed or wall. It just banged around. The bed had to be 20 years old. It was completely collapsed and stained and you literally could not move without it making a loud abrasive noise. And, there is no parking. You are told to drive around the surrounding neighborhoods. Good luck!",5
1718,1922,1923,0,"I don't understand why this hotel gets such high reviews.Â Walking to our room the first thing I thought was, ""Man this place is freaking haunted I know it..."" As I open the door I was immediately stunned at how small the room was. I understand it is San Francisco, but damn! It was basically 1 full bed with about a foot of space around each side of it. In true San Francisco like fashion, the window the the left of the bed gave clear view of somebody's home. I tried to get some sleep, but the walls are so thin it's ridiculously impossible to get any when you hear conversations of everybody within the floor (or was it a ghost...) On the bright side, the bathrooms are clean and the towels not so dingy.Â This is okay for one person who doesn't care about space, but it could get claustrophobic with even 2.",5
1719,1923,1924,0,"I've been going here for dinner for 20 years because it has Bob's steakhouse. Finally decided to stay and host two friends I had not seen in ages. Ordered a wine and cheese tray for the room so we could all have one glass of wine and catch up. Wine arrived, but it was the wrong wine, replacement wine was the brought with no wine opener or glasses. Â Cheese arrived 45 Â minutes later after several calls to front desk, but there was no knife to cut the Brie cheese so we had to tear pices of the Â gooey cheese apart with our fingers. Of course they gave us no napkins either. For this i paid $50 plus tip. Thanks for nothing.",5
1720,1924,1925,1,"8/10/2018 Worst part of my wedding day. We booked a room at the Omni San Francisco through Priceline for our wedding night, and the receptionist said they were giving us a room on the nice 7th floor. The 7th floor is outdated, and our room was dirty and surprisingly small. There was a blood stain on the curtain and the tub had black stains/marks. Additionally, they put us in an interior room where our view was two sides of the hotel and an office sky scraper. If that wasn't disappointing enough, the yellow light that emanated into our room from the office building kept us up all night. To finish the experience, the hotel charged me directly a mystery $75 fee. Strongly do not recommend this hotel or Priceline. There are better deals at nicer hotels with updated and clean interior.",5
1721,1925,1926,2,"Very bad experience with this hotel!We were staying there this past weekend, in room 434.I have called in in advance saying that we want a room with 2 beds, they said they will arrange it. Then when we checked in, they said they don't have any rooms with 2 beds available. then I requested to add a rollaway bed.Â A few minutes later, they bring in a $20 inflatable air mattress. They blow in up in the room for us.Â Well the mattress is also deflatable. 2 hours later, the air mattress flat to the floor.Â Then I remembered when the guys were inflating the air mattress, they noticed something was wrong with the air mattress, they were chatting secretly about something quietly, and I couldn't hear what they were talking. Now the air mattress deflated to the ground, I understand everything they did.Never come to Omni again.",5
1722,1926,1927,0,"My wife's brother had a birthday in the city and even though we live in East Bay, we booked this room because we wanted to sleep nearby.I didn't have much to drink but my wife, who is not a drinker, had too much and was carsick on the way to the hotel. Â I did not think she could walk back from Union Square garage so I dropped her off at the door.When I got back to the hotel, the lady working the desk informed me that since I was not registered to the room, and we could not raise my wife on the room phone or her personal phone because she had passed out, I would not be allowed in. Â When I said that I supposed I'd be sleeping in the hallway, and started to settle in, she explained that she did not need this attitude and threatened to call the police. Â At that point I decided I was better off driving home, but it defeated the purpose of renting a room.I understand that I could be a jealous husband or some stalker, so she couldn't exactly let me into a random person's room, but I hope my wife is alive in the morning and doesn't die from alcohol poisoning. Â The last words I heard from her were, ""Please help me, I'm scared"".Me too, honey, me too.Update: Next time, maybe there's something else you can do, like... check to see if she rented the room for two people, send someone up to her room to wake her and see if she's okay with me staying, or at least offer to check on her and make sure she's still breathing.",5
1723,1927,1928,0,"This is going to be a roller-coaster of a review. We arrived late on Wednesday night and the welcome was very warm. The room was Â little smaller that I expected, but was neat, clean and comfortable. The TV was above average and all the little welcome chocolates and little notes were a nice touch. The bed was terrible and by morning we were in pain. I mentioned to staff and we were upgraded to a slightly larger room with a much more comfortable bed. I very much appreciated this. Our belongings were moved for us while we were at lunch and unfortunately the shirts in the wardrobe and bathroom stuff were forgotten - no worries, they were soon retrieved and we were given a complementary bottle of champagne and some chocolates and a lovely note of apology - again - great service.The rest of the stay was wonderful, except for needing ice and... the icemaker was broken.It all went wrong at checkout. I had paid for the whole trip in advance on Orbitz. However, after leaving, I got a text from my bank saying that the hotel had changed my credit card ($30 + $30 + $1199.73 = $1259). This is a significant amount of money for me. I called the hotel and they apologized citing a 'new computer system'. In an effort to reverse the error - imagine my disbelief when they charged another $1169.73 I called again, more apologies. The hotel called me back an hour later telling me everything was fixed. When I checked with my bank they have changed me an additional $1200. I now have more than $3628 of bogus changed on my credit card as of 24 hours after the incident. STILL NOT FIXEDThis outrageous treatment has left me feeling very sick about the entire stay at this hotel. It is very sad that I have been treated in this way.6/9 Â  Update: STILL NOT FIXED6/10 Update: STILL NOT FIXED6/11 Update: Partly fixed, $1229.73 still owed to me6/12 Update: $1229.73 still owed to me6/12 Update Received the apology comment (see below) from the General Manager saying that everything was processed at their end but working its way through my bank (out of the Hotel's control) Then received a phone call of apology from the Manager Ken stating the reverse i.e. they made another mistake and the refund was not processed correctly. He has now (6/12) fixed that.6/13 Update: Still no money back in my bank $1229.73 still owed6/14 Update: No change, $1229.73 still owed6/15 Update: No change, $1229.73 still owed6/16 FINAL UPDATE - Fixed!",5
1724,1928,1929,0,"THE INN AT UNION SQUARES COMMENT:Â ""8/10/2016 Â Dear Kim,Thank you for taking the time to leave your thoughts of our hotel. Â I am sorry that you did not feel that your experience with us was exceptional, as we strive for that with every stay. Â With regard to your points, we make it very clear that parking can be expensive in downtown San Francisco, but we do have the convenience of valet parking for fee so that you do not have to find a lot (with varying rates and hours of operations) on your own. Â Because of congestion in our area, in can indeed take some time to retrieve a valeted car, although we make abundant attempts to communicate that from the moment that a guest arrives; I hope that that was the case with your stay. Â I will say, I am very sorry that the incorrect vehicle was brought up; because we work with a third party for our valet needs, there may have been a breakdown in communication, but that should never have affected you, so I am deeply sorry that that was the case, which is why the parking fee was waived. Â San Francisco was peculiarly warm during your stay and we do have multiple fans in each room as a contingency for unexpectedly warm days; we also have additional fans that we could have brought to the room upon request. Â We do not advertise our rooms as having mini fridges, so I am sorry that you had expected one; while we have a handful that are available upon request, I am happy to say that our rooms will be undergoing an update later this year (much like the bathrooms had just a few months ago) which will indeed bring mini fridges to all of the rooms.I am sad to know that you did not try our complimentary breakfast or wine and cheese reception, as guests thoroughly enjoy both of these included amenities; they are two of the features that distinguishes us.I hope that when you are traveling to San Francisco again, that you give us another try so that you can experience the exception service that is normally our hallmark.Thank you again.Best regards,Ramon SerranoGeneral Manager""MY UPDATE (since you can't respond to comments?):Bottom line: don't book solely based on reviews. You need to read their website regarding parking (because like I said - don't even bother with a car, just take a taxi!). And apparently you need to read their website regarding what is in the rooms because $260 a night doesn't include things like A/C in the summer or a mini fridge to put your leftovers from the restaurant downstairs. Shame on me for assuming that a hotel charging that much doesn't have the accommodations others that are significantly cheaper do.",5
1725,1929,1930,2,"This is a three star hotel that charges five star prices. The Alise and Hotwire should be ashamed of themselves. Purchased a blind two night two room stay for more than $200 a night per room ($220 to be exact) precisely because I wanted to ensure that it would be a known Â hotel brand (as Â advertised on Hotwire). Nope. Mayor misleading and false advertisement on their part and mischaracterization of the hotel itself by the brand. Never again will I stay at the Alise and never again will I purchase travel through Hotwire. Â The Alise is a three star hotel, a nice one (not saying otherwise) but it's a scandal that they market themselves as a four/borderline star place. Again, it's a nice enough place but it's NOT Â $220 a night hotel. There is no tub, service can be deficient (a single, slow as a snail person at the check in/check out during peak rush hours) and there were repairs and plastic sheets covering the lobby. The AC is noisy at times and the vacuum cleaners run at any point throughout the day right outside your room. But, honestly, what REALLY pissed me off, after having paid $220 a night for what should be a $100-120 room, was that the Alise doesn't even offer a complimentary cup of coffee or water in your room. Nope. Instead, they will charge you $25 for the room coffee and water. Great way to start the day (not). And in addition to charging you $25 for water or coffee, they also put in a great amount of effort trying to sell you all kinds of stuff with a pineapple logo (cups, stuffed animals, robes, etc).Oh! They will also charge you for Wi-Fi, slippers, bathrobe (they are listed as 'amenities' but the lady at the check in told us we would get charged if we used any of the listed items). To be honest, it was so absurd that I was afraid to use the towels and soap, lest I be charged (I wasn't, but good lord, this place is scandalous).",5
1726,1930,1931,0,"The neighborhood isn't ""iffy"". It's downright bad. Pretty much the Tenderloin! Â Not where a couple single women can feel safe. I lived in SF from 2008-2016 and should have known better but it looks closer to Powell on theÂ Bookings.comÂ map than it is. Booked for two nights but when I tried to leave after one the person at the front desk told me she didn't know how to help me do that! Â No ice machines. Goofy bedding. Tiny rooms and tinier bathrooms. $25 amenity fee per day for stuff that is worth $5. Â  It is clean. The staff are nice but don't seem to know their jobs very well.",5
1727,1931,1932,0,"Rooms are tiny, my view on the top floor was the wall of the other side of the building, shower has a half glass instead of a curtain and they have this really weird half blanket and no top sheet on the bed. Also no gym on site so you have to go somewhere else to workout.Forgot to mention there is a $25 per day resort fee which they never told me about. Wouldn't exactly call this place a resort. Oh and I also got a $150 charge for nothing which they have no explanation for and is apparently being refunded to Expedia (where I booked this place) even though it was charged to me. Who knows if I will get my money back. This place is terrible. They send you a link to review the place after and it doesn't even work which is the least surprising part of my whole experience with them.",5
1728,1932,1933,2,"We stayed at the metropolitan Suite for New Years Eve! Dec 31, 2018 Overall Hotel is magnificent, but we experienced discrimination/racism once we checked in. Â The hotel concierge, was very rude checking us in, were spending over $1000. You would think there customer service would be exceptional. He didn't even offer us any champagne. Total Jerk...Room is huge and we had a lovely view. The security man (short African American chubby) Â with glasses kept eyeing us in the lobby. Me and my family felt very uncomfortable, like we didn't belong there. The next morning , we were waiting for our car from valet, that took over a hour. While I was waiting I asked the front desk to use the restroom. The woman blatantly said "" Bathrooms are for our guest only"" what?. Today is Jan 27, 2019 I got charged for 1500 for damages!! stating the damages over bath bomb in the bath? juice spilled? insane! I will never ever stay at the st. Regis ever again with my family. I experienced emotional distress. This makes me so upset because this is a luxurious hotel and I wanted to treat me and my family.",5
1729,1933,1934,1,"FALSE ADVERTISING!!We stayed here under false pretenses. I booked this trip as a surprise birthday getaway for my fiance. Needless to say, it didn't turn out quite as we had hoped. We had no idea that protests would be happening the entire time and that certain services that we had expected (for paying top dollar), were not available. This was NOT mentioned online or on their website when you book so BEWARE when you are paying $600-1000+/night that basic amenities are currently not available. Such as room service, including any prepaid breakfast options, ""real"" breakfast in general, dinner and the restaurant. The ""continental breakfast"" provided was disgusting and the same quality you would find at a motel, not what you would expect from a 5 star luxury hotel. Though I wouldn't say it's the cook's fault.. it's the hotel's fault for providing cheap & crappy ingredients to work with.I paid an extra $120 for breakfast to be delivered to our room, as a surprise for my fiance. They quickly mentioned it wouldn't be available because of the protests. They didn't offer to refund me, until I requested it. Even still, they credited me back only $75. They did give us complimentary vouchers for the ""continental"" breakfast that was mentioned above.The staff that was there seemed miserable Â and the rest were protesting outside. (Though rightfully so and I am thankful for those that did show up to work to help run the place.) It really puts a damper on your stay when you realize you are supporting corrupt corporations by staying there. When in actuality, this was a special, rare occasion and we would have cancelled our reservation, had we not been locked in to a prepaid, non-refundable rate.Another really sad part that you should all consider before staying here-- most of the protesters were elders and/or appeared to most likely be from other countries or POC... is Marriott a company that takes advantage of immigrants, POC and elders? I mean it must be pretty bad if that many people are protesting, nationwide. Think about where you want to spend your hard earned money and more importantly WHO you want to give it to.If Marriott truly does pay their employees unfair wages, we are unlikely to stay at any affiliated hotels, such as St. Regis, again. Especially for the price we paid. Might as well go to the Ritz or Four Seasons... their employees aren't protesting. Or stick with good ole Hilton.",5
1730,1934,1935,0,"Ugh. I LOVED this hotel. Everything about it was fabulous. Between the rooms and the staff, it was great.Â Well, except the fact that they underpay their staff. All days in San Fran were accompanied by protests at every Marriott in the area asking for fair, living wages. If I had not been there for a conference that left the entire city closed down, I might have even changed hotels.Â Although the st. Regis did everything they could to accommodate me as a guest during the protests, they really should be accommodating the staff that help the hotels run day in and day out.Â Once the protests have concluded, I will happily update my review to discuss the hotel more thoroughly, for now, #UnionStrong!",5
1731,1935,1936,2,"I am so confused by the amazing reviews this place has received. My company has this listed as a preferred hotel ((insert side-eye)). The location is good but the rooms are crap! Old and smelly, super dirty carpets, chipped tile on the shower floor, my bed was dented in and on a slope...not comfortable. Someone clearly has not informed the hotel management that it is 2019 because this place is stuck in the 60's and thats probably the last time the carpets were shampooed. I felt like I had itchy skin my entire stay. The rooms look nothing like the photos. It was all just so gross! HOWEVER, the front desk staff was super kind and professional. The restaurant is just ok. I would pass on this place!",5
1732,1936,1937,1,If I could I would give no star I would. Hands down worst experience from a hotel I have ever experienced. If I wanted to go into it nahib is not qualified to be working night audit or Hotel Abri should be more concerned with how they direct there employees on how they treat their costumers. When there is a single guest on the room reservation and they show up with one other guest that isn't on the reservation I feel they should be able to accommodate that guest and let them up to the room... apparently not at Hotel Abri. Completely unorthodox on how I have experienced the hospitality industry. Growing up in Napa in the hospitality business I feel Hotel Abri has much to learn about costumer service and hospitality. That being said they probably won't. On top of it I felt like I was treated biased based on my age... despite being young I travel more than most and use Airbnb every month. Take a look at my ratings and you will see my track record with hotels and Airbnb is flawless. I am a seasoned hotel user and Hotel Abri is THE ABSOLUTE WORST HOTEL I HAVE EVER STAYED AT. They even refused to give me copy's of receipts upon checkout.... I could keep going but I'll just stop since I would rather not devote more of my time and energy to this pathetic hotel.... and btw the restaurant and rooms are a sad and depressing place to start:/,5
1733,1937,1938,1,"I had an absolutely horrible stay here. While the reviews look good, ladies, if you're traveling for work and want to feel like you're at a safe hotel where your room number won't be given out to strangers and you stuff won't be stolen, DON'T STAY AT HOTEL ABRI.I had a two night stay for a work conference. The first night, I got back late and all three of my key cards would not work. I had to call the front desk and they told me I was probably ""inserting the card the wrong way."" I was really tired and shocked that I had to wait so long to get access to my room.The second night, I took a Lyft line back with other conference goers that I did not know. One of them asked to charge their phone in the lobby since it was dead and I said sure. I went up to my room and called it a night since I had early morning meetings. When I checked out, they said that I had a charge on my room for a bottle of wine, which I did not buy. I asked if someone else had bought it on my account and they said yes but they had to know my room number to charge it. I had not given out my room number, only my first name, so that means that the front desk person had given a COMPLETE STRANGER my room number and allowed them to charge whatever they wanted to my room. I felt really creeped out and unsafe.Lastly, just a few hours after checking out I realized I had left an expensive tailored leather jacket that was a gift from a friend hanging in the closet. I called the front desk on Friday late afternoon and asked them if it had turned up and if someone could check the closet. Their reply? ""It's not on the log and we have to ask house keeping but they're gone for the day."" I asked if they could just check the room and they said they had forwarded my number and housekeeping would call back. Well, I called the next morning on Saturday morning after the next guest had already checked in. The head of housekeeping said ""it wasn't on her log"" and refused to confirm the the room had been physically checked and additionally refused to go check it. She said to call back when the guest had checked out. Well, I called on at 4pm on Saturday and guess what? They told me it still ""wasn't on the log"" and refused to check to closet because ""another guest had checked in."" At this point I was getting Â irritated because it shouldn't take two days to check a closet. I repeatedly asked if they could physically go check the closet and she said she would let the front desk ""know"" about my request.On Sunday I got a call in the afternoon from the front desk. They told me that the jacket still wasn't on the log and the the head of housekeeping had (finally) checked the room and it wasn't there. Well, of course it wouldn't be there because it's been three days! I asked if the head housekeeping had physically checked on Friday after I had checked out and he said yes, she had checked after the room had been cleaned and again on Sunday. I was doubtful that the room had been actually checked by the head of housekeeping because I asked her point blank and she wouldn't say if she checked the room. I then asked if they have the record of who cleaned the room because if that's the case, then my jacket was most likely taken by someone on the house keeping staff. The other very likely scenario is it was taken by the next guest. The man said there was NO RECORD of who cleans the individual rooms, which I am also highly doubtful of.So, if you want to stay somewhere that doesn't care about your safety and personal belongings, definitely stay here. Otherwise, stay at the Parc 55 or Hotel Fusion across the street.Update: The hotel manager contacted me and claims that the charge was simply a ""clerical error."" I recommended they review the footage of the man taking the bottle of wine and talking to the staff in order to purchase it. In addition, the hotel manager refuses to take responsibility for the fact that her staff was negligent in physically checking the closet for the jacket.",5
1734,1938,1939,1,"What a terrible disappointment and substandard hotel this is in every respect. I'm a Titanium Elite and spend 100 nights in Marriott branded hotels a year. This place is more like a Fairfield Inn- and I've stayed in better Fairfield Inns than this place.Â Paper thin walls. Heard the guest in the next room opening and closing their curtains. I wonder what they could hear?Â Understaffed at the check in. Arguments about the upgraded room I previously confirmed. TV with no pay channels like HBO. Impossible to get a constant temperature stream out of the shower. The breakfast buffet featured powdered eggs, greasy bacon and undercooked potatoes. The fitness center has Precor equipment at least 10 years old. I got notified my car would be brought around in 8 minutes. After 20 of waiting at the valet it finally showed up. Tone deaf management to complaints. A server responded to my dissatisfaction with a ""laundry list"" of his own/ basically telling me he hears this from everyone and that every staff member and manager hates the owners.Â My wife and I walked to the Marriott Union Square and Westin St. Francis and were greeted by enthusiastic team members pleased to show us the rooms and describe their services. That's for next time. When I asked if they were owned by the same people who owned the JW they emphatically responded : NO! That says it all.Â Spend your Marriott Money elsewhere . I've also had good experiences at the Marquis.Â This place isn't worth the time, energy or the money. Choose Wisely.",5
1735,1939,1940,0,"Stayed at the JW Marriott for one night. Â The valet driver smoked in my vehicle. Â The valet company is 3rd party and therefore the hotel is doing nothing to alleviate this issue. Â I just called the hotel once again requesting they provide my email address to the valet manager since the gentleman didn't have the command of English to copy down my email address. Â The manager, Jacob, at the JW requested I ""not call again regarding this issue"". Â This was the first time that I requested my email address be provided to the valet company. Â I stated ""Bud, I think you need to check yourself before you tell me not to call back again"" to which Jacob said ""you don't need to call me bud, I'm very qualified etc. etc...""So I guess if you stay at this hotel, expect your car to smell like a chimney and don't expect Jacob or anyone in management to do a thing about it. Â I'm a Platinum something or other member at Marriott, but that obviously has no pull. Â The one star is for the fact that they didn't charge me $60 parking for my car to be smoked in :)",5
1736,1940,1941,1,"Hotel Staff and Loss Prevention are PREJUDICE and RACIST. Â I've always used the outside hotel lobby for my lunch breaks. Simply to sit and enjoy my music. Today, a Loss Prevention personal approached me and told me that I could not sit there and sleep because I am not a guess of the hotel. Â Just last week, there was a huge convention, me a few of my colleagues (all white) decided to relax in the lounge area, Â NO ONE ever approached us and told us that we had to leave. It's 2018 and things like this are STILL occurring. He assumed because of the way I dressed/looked, there was no way I could be a guest of the Hotel. How would he have known?! He didn't even ask if I was he just assumed! POC , specifically African American, just know that if you look certain a way you will not be treated with respect at this hotel.",5
1737,1941,1942,0,"I have been anxiously awaiting the opening of this hotel, not only for personal stays but for booking rooms and event spaces for clients and out-of-town team members.Â I decided to check in this weekend for my birthday and have not been impressed with the service. I expected to be wowed, but have been nothing but disappointed throughout my stay. From a rather cold check in process, to difficulty getting to my room with elevators packed to get to the rooftop bar (why is there a dedicated elevator the bar?), rude service staff. No late check out. room service food was terrible, etc. Also, no one answers the ""Yes"" customer service line, so you can't check on why your room service order has not arrived or anything else. It's also extremely loud, so you won't be getting much sleep.",5
1738,1942,1943,1,"I had really high expectations for this place as we don't have a lot of rooftop bars in SF! And you'd think that this place attracts good crowd, but I got my jacket stolen right near me yesterday in the rooftop bar. When I talked to the staff, they said that it was not their responsibility and followed their amazing treatment by taking us out of the bar. The staff member proceeded with giving me a card with no phone number in it and asked me to call him back the next day to check on my jacket. Excuse me? call who if I have no phone number to call? We didn't behave in any way that was inappropriate, we just inquired if they could turn on the light so that I can see where it is, they refused to turn it on. Also, since there are cameras everywhere, I asked if we could see the video footage of when my jacket got stolen, they refused to cooperate. It appears to me that this place doesn't care at all about their customers or retaining the few good people who go to this place. I am quite disappointed. I usually get an outstanding treatment when I go to other hotels, but Virgin hotel just doesn't seem to care at all. Don't expect that you get what you pay for there, that's all what I have to say!",5
1739,1943,1944,0,"While the decor is kitschy and the staff is friendly, the hotel has certainly not worked out its kinks.Â After checking in, I was in the elevator to my room with someone delivering room service. He went into a diatribe about the restaurant being over-booked and the hotel making him work two jobs.Â Then, my bathroom door handle broke into two pieces.Â They also put me on the 11th floor, below the roof bar. They never explained there was a club or asked if I would prefer a room on a quieter floor.Â My walls are still shaking. It is 1:10am. I called at 12:20am and Shawn explained that by 1 it would be over but that he would call upstairs bc he could actually hear the music through the phone. I called again. And again. It's still happening.Â If you want to stay here, wait until they can train staff correctly and don't stay on the 11th floor.Â Sleepless in San Francisco ;(",5
1740,1944,1945,1,"Place is really beat up--not that clean--needs painting bad.I had a reaction to some allergy--probably someone had a dog in the room. For $900 a night pitiful room and experience. I explained to the hotel I was up all night- ? they really didn't care. We cancelled the balance of the reservation and left town,Do NOT waste your money--lots of attitude w/lousy rooms.Go ahead and try a Red Roof motel for the same experience.",5
1741,1945,1946,1,"I was looking forward to staying at Hotel Drisco while in SF on business. Unfortunately, my stay there was not positive.I stayed in room 302. This room faces a light well, the view being into windows of other rooms and an adjacent apartment building. There is no ventilation in this room and it is thus airless and stuffy. The only way to get air is to open the windows. In doing so, you are now subject to non-stop noise from other rooms, i.e. cell phones ringing/being answered at all hours, sexual relations, conversations, baby crying, toilets flushing, TV, etc. The roller shade on the window was non-functional with light coming into the room an issue all night. Air quality - around 4 a.m. fetid odors of burning food filled the room and were still present when I checked out at 9 a.m. All of this made for a miserable night and a less than refreshed sense of being for the work day ahead.Â I have read similar reviews on other forums such as trip advisor. It seems that the quality of your experience at this hotel depends on what room you get. It appears that if you can afford an upper floor, outward facing suite w/view the reviews are positive. For the unfortunates who are assigned what appears to be one of four rooms on each floor that faces inward to the light well it is an unpleasant stay. I contacted the hotel manager with this feedback and did not receive a response, hence my review here. Potential customers need to know that a ""deluxe queen"" room (what I had) was a miserable room to spend a night in. Would hate to have a less ""deluxe' room.Management needs to come clean on the reality of their rooms, i.e. rooms facing a light well, no attached bath, etc. in their online descriptions and when booking so that the customer can decide if these limitations are worth the price. Based on my experience, Â I cannot recommend this hotel to others.",5
1742,1946,1947,0,"We checked in the night of New Year's eve and it was all bad. Â The hallways smelled musty like a nursing home and the room we check into was room 109. Â DO NOT STAY IN ROOM 109. Â It is by the stairway and elevator, we heard everyone walking by and all of their conversations. Â The walls are so paper thin that you could even hear the people at the front desk. Â We didn't get an ounce of sleep even though we had drinks before coming home. Â By the way where's the mini bar???!! Beautiful location but the room is definitely not worth the $260/ night!!!",5
1743,1947,1948,2,"Worst hotel I've stayed at for business/work travel. I typically do not write reviews, unless I'm displeased with service. Tonight I was called and approached twice for a noise complaint. The 1st time I was called at 6:45PM that there was too much noise coming from my room. Let alone I am staying by myself and was speaking on the phone with my wife and daughter, because a family member passed away. Secondly, I went out to pick up food, came back at 8:30PM, and was immediately approached by 2 gentlemen at my door for a 2nd noise complaint. I opened my door wide and showed them there are no other individuals staying with me. No parties, nothing, and was accused of slamming my door and making too much noise. I'm here for work, nothing else. Based on our conversation, my side was not taken into consideration. I was told to be quite, stop the noise, stop slamming doors (never did once), otherwise I would be kicked out. My side was not taken into consideration, let alone I did nothing wrong. Thanks for not taking my side of the story into consideration and taking this as a one way conversation. I can't speak to those around me, but what if the noise came from another adjacent room? It sure wasn't coming from mine. Never staying at a Hyatt again just for a decent deal, ever again. Hyatt, you should approach situations hearing both side of the story. Just because one complains, doesn't mean it's the truth (especially during a Giants game, when several people are staying at your hotel).",5
1744,1948,1949,0,"When I was looking for hotels via Expedia, I wanted to make sure that the hotel had free breakfast and free parking. I came across this hotel and was under the impression that the following would have been included and my total for the room (excluding tax and service fees) would have been $157/night. I even looked through the website and hotel confirmation email just to double check if these amenities were included, and they both said that they were. However, this was not the case. First of all, there was no onsite parking. We were told to park in a third party parking garage and pay $35/day for self service, and double that amount for valet. In terms of the breakfast, it is only free if you are a club member (which was not originally stated in the website or confirmation email). For everyone else, you are only given a $15 voucher to cover whatever you order for breakfast. My boyfriend and I decided to go ahead and get breakfast from the hotel anyways and just use the $15 voucher towards the buffet. When we found out that the breakfast buffet was $30+/person, we opted for the menu items instead. As soon as we were seated, we were offered coffee. So of course, we assumed the coffee was complimentary and we went ahead and ordered 2 cups. But boy was that a big mistake. We were given the menus after we had already drank our coffee, and to our surprise, a cup of plain, black coffee was $6/cup. At this point, we were already seated and finished our drinks, and we didn't want to be rude and leave. So we decided to just splurge on breakfast and give the food a chance, despite the price. When we thought our breakfast couldn't have been anymore disappointing, we received our food and found that 1 waffle came out to $20, and 2 eggs with about 4 small pieces of potatoes came out to $19. Overall we ended up spending $70+ more than what we were expecting on amenities we thought were already included. If I would've known there was no free parking or breakfast, I would not have booked this hotel to begin with. Don't get me wrong, the staff we encountered were super nice and I had no issues with the actual room. I just wish they were more clear on the pricing and included amenities prior to booking.",5
1745,1950,1951,0,"Having 10+ years of event and operations management, I believe Hyatt fell short on the hospitality category.My younger brother has been attending a conference/job fair at the Hyatt Regency, visiting from New York. Waiting for him to conclude his event, I went to the bathroom, then walking towards the bar, I was stopped by a staff and 2 other folks what I imagine security, asking what I'm doing here since I am not dressed in a suit and without a badge.I guess using the bathroom and walking to the bar is not allowed at Hyatt Regency. I hope the event manager and security enjoyed feeling empowered for no reason other than their personal satisfaction of shaming me around others. The bar staff was by far more amiable and professional than your event and security folks.To Hyatt: if you want to dispute my review, check out your security video on the 2nd (bar) floor between 5:30PM to 7PM on Feb 9th, 2019.Update on Feb 20, 2019 - Response to Tiffany T.:There is this hip, old thing everyone around the world is into called ""having personnel standing at every entry/exit point for events"". Might want to look into it in your old event management 101 manual. Even some sort of signage would work just fine too. Best of luck to you and all.",5
1746,1951,1952,0,"First off, The Hotel and the grounds are beautiful, but Management needs work! Today when I got my credit card statement I noticed that there was unknown charges on my credit card from Hotel Kabuki (I stayed there in March) So I called thinking that there must have been a mistake, but I was told that I had a second room reserved and that is what the charges are for. After telling the accountant that I only reserved one room and that I don't know why I was being charged for 2 rooms, she had me talk to management. That is where I was told that they could do nothing for me, that I shouldn't of booked 2 rooms (I never booked 2 rooms.) Worst Experience Ever!",5
1747,1952,1953,1,"Beware--they try to charge you a mandatory hotel fee of $30/day that is not included in the room reservation pricing, and the info is buried in the taxes section of the pricing details. They don't seek consent--they just add it to your room charges. This is not a tax mandated by the city or state; it is just the hotel trying to collect more money from you than they originally promised, for normal hotel services. The hotel itself is just average, and they should be fully transparent in their pricing. This seems incredibly dishonest.",5
1748,1953,1954,0,"2.5 stars. The OPM has great potential. It really does. But it's not quite capitalizing upon it, and I hope that changes.Pros: It's right across from the zoo and right by the beach. The drive to Golden Gate (and Napa/Sonoma!) is fast and easy. The Muni stop is right across the street so public transportation is a breeze. The bright colors of the exterior are charming, and the staff is generally very pleasant. The landscaping in the courtyard is pretty (love that big, old tree!), and there is sufficient parking for guests. The room rates were reasonable. We had a fridge so we could make breakfast at home and keep our costs down a little on vacation.Cons: The suites with two queen beds aren't really big enough for two queen beds. The flower arrangements on the walls made me want to throw things. The bedding is not high quality (which is to be expected, for a motel), but it's also just not attractive. The beds were soft, which hurt my back. The Muni stop means constant background noise for street-facing rooms. They leave the windows open all the time, even when residents close the windows, which felt unsafe to me given the street-level location and number of pedestrians outside -- I would've been upset if anything had gone missing. The bathroom is TINY, and it is impossible to shave your legs in the shower. The kitchen could use some editing to maximize the space, too, because it's tight in there. The pots and pans are terrible.Advice to OPM: Embrace your small size! There are creative storage options that could really maximize your space while retaining its charm. Update your bedspreads with something bright, and lose the wall flower arrangements. Look into some inexpensive wall art that doesn't eat into the room space instead! Does every room need a dresser if the rooms are as small as they are? Swap out the queen bed in the main room for a futon or pull-out couch so there is some walking space when no one is sleeping. Some minor cosmetic changes that don't affect the structure of your motel could really make it shine and bring in more business!",5
