id,label,description
1680,1,"Booked an appointment with these winners to have my car cleaned the day before my wedding, as we were to use the car for the wedding. Made all the arrangements i.e. Time, price, package etc. They never even bothered to show up. No call, no explanation, nothing. If you want a reliable and courteous car detailing company, this is absolutely not it! Look elsewhere! These ppl are a disgrace!I'd put 0 stars but I'm not sure that's an option."
1681,1,"The only reason why I am even giving this place a 1 star was the fact that they cleaned my car well and when I came back to complain that my trunk was not properly cleaned, they cleaned it up for me. The problem that I have with Parkview is THEFT!  Definitely, it is my stupidity that I left my $500 brand new Gucci sunglasses in the armrest. But you would like to think that since these guys have a reputation to uphold and business to run, they would monitor and control potential theft issues. I am writing this review after 3 months from my visit because I wanted to be sure that the sunglasses were truly stolen.  They were brand new.  I remember exactly where I had put them and after 3 months of turning my little 1 bedroom apartment upside down, it is confirmed that they went missing from my visit to Parkview.  I didnt just lose the glasses, i lost the case and box that it came in. To give Johnny credit, when I called back immediately after picking up my car that the sunglasses were missing, although he kinda blew me off, he said that he would look through the video recordings to see if he could catch anything. and he would call me back.  I called him a day later since he never called me back and he said that he watched the video and it did NOT go missing by his guys. I drove to the shop to speak to him directly and he half-assed and walk through the lost and found box to pull out some broken and $1 glasses to show me.  Obviously, you are not going to leave a $500 pair of brand new glasses in the lost and found. i will add that I left a box of Kleenex, a can of gum in the same compartment as the glasses and those also were not put back into my car. Anyways, it's entirely my fault for not taking out all of my valuable belongings out of the car before leaving it at Parkview. I will lastly add that while I showed up the last time to speak to Johnny, a cop car pulls up asking to speak to an employee. Unless you are there with your car while it is getting cleaned or take out every valuable thing in the car, do not come here.PERIOD."
1682,1,"The worst carpet cleaning ever.  Worst customer service ever.  Also goes by PARKVIEW HILLS CAR SPA.  So, I paid to have the  carpets cleaned, which was $25 per carpet.  Very similar to other places I've had my car cleaned at.  I tipped ten bucks.  So, they did the carpets, ten minutes, put the dirty mats back in( they weren't washed, which is fine, I suppose, but indicative of the quality and service) and then gave me back my car.    I went home, took the mats off so that the carpet would dry.   Typically, one would have paper mats over the carpet until dry, but, no problem. The next day I went down and looked at the carpet.  I took two pictures.  I brought the car back.  I'm told that I got the spot wash, not a steam clean, and that I should have got the steam clean. Umm.   Keep in mind, I get my carpets done each year, I've never had any issues or complaints and they've always come out perfectly, smelling like flowers..  This year, the carpet was dirtier than when I brought it in, and still smelled.  It's mind blowing how this could happen.   I'm like, I brought my car to have the carpets cleaned, you gave me a price and they're not clean.   Told I should have had the stem clean.  I ask what the difference between a spot clean, as he referred to what I had done, and a steam clean.  He said, look, a steam clean is $150, but, here's what I can do, if you want the carpets clean, give me another $100, we'll waive the additional $50 and we'll take care of it.  So, to have two carpets cleaned, they wanted $150.  ONE HUNDRED AND FIFTY DOLLARS.  FOR TWO CARPETS!!  I'm a small car.  Im like no, I paid for the carpets to be cleaned, and they're not clean.  I'm polite and am able to convince him, after ten minutes... Oops, I missed the part where he came out with a squirt gun and a rag and attempted to wipe the whatever it is away.  I wasn't having any of that.  I convince him  to rewash.  He's a rude guy, insinuates that I'm taking advantage of them.  As if I don't have anything better to do than try for a second, free wash on carpets that are already clean, apparently .Tells me to stand behind him to see that he's doing it, snotty, as if I'm an asshole for calling him out on it.  Finishes and we exchange more words.  Asks if I'm happy now, I tell him I'll let him know  when it dries.   Next day, less stain, but it's there, more pictures.   Take it back, get the owner and another cleaner to look.   They agree shits fucked.   Car goes in, carpets get washed.  I'll lyk tomorrow.   So, like the imbecile that I am, I brought it in and let one of them back it in.  I didn't notice until I left.  They took the f paint off my bumper.   1000percnt certain.  I took pics, but I cant prove definitively enough to sue, I looked at it before I left and after I got home.  It never occurred to me that this shit hole could get any worse.   They also sprayed my tires with some gloss that I didn't want and ended us spraying it on my panels.  They pay their guys by the car, that's why you get a shit job.  I watched  a guy on a phone rub one hand over a door and call it clean.  The place is f criminal."
1683,1,"Went here twice based on Groupons, with no complaints. however, after the third visit i didn't do a thorough check since i trusted them. later that night (sunday) when i was re-installing my baby seat i noticed my front side carpet mats were missing but not the rear mats. i called the manager that my carpet mats were missing. he called back on tues and put the washer on who claims he never ever saw them. i've never removed them ever, and noticed my rubber mats were screwed in (which i never do cause only the carpet is screwed in). if you look at a past reviewer on google maps, there is evidence that they placed car mats in the wrong car (see honda civic reviewer). they denied taking them and offered resolution of car wash coupons but i never received them. i will not go back. unfortunately it was a convenient place for me to wash my car, but i'll never go back. CHECK ALL YOUR BELONGINGS."
1684,1,"Do not recommend this shitty car wash.Wasted my whole Friday morning here wasted $8 and the machine didn't work. Their boss was here but he was in a ""meeting"", and I waited 15' didnt see noone. After all, do not recommend this car wash. Machine is not working and service is shit."
1685,1,"I have been hear a number of times as I like to keep my car from getting too dirty. Today I cleaned my car inside and out.  When I was putting the car mats back into my car, I realized I failed to rinse one (they are plastic fitted cover mats) that was hanging on the rack.  I asked the man there who identified he worked there if there was a way to quickly rinse this last mat.  He was dismissive and said I had to put $4 to rinse since I didn't put money in while there was still time on the machine.  I indicated I had paid to clean inside and out for my car, but just missed one mat, but he walked away.  I paid $1 for a towel and wiped this down.  As the employee walked by, I said the towel option worked if he wanted as a suggestion for others in the future.  He once again blew me off with a 'phhtt'.  If this is an employee, he should be fired or given customer service training.  If he is the owner, he should be embarrassed - and know I am never coming back and will be bad mouthing this place to all the people I know in the neighbourhood!"
1686,1,"You're a coin-op car wash and your bill changer is out of order?  Seriously? SERIOUSLY?!!!I have no basis of comparison within Toronto but this place is 4 minutes for $3.00 so good or bad deal, I'm not sure.  This is mostly a rip-off to me as I had to spend a minimum of $3 instead of the $1 I wanted to spend just to rinse my car off.  This wash place just has the basic options: rinse, soap, wax, etc.  There's no spot-free rinse, tire shine, engine wash, or anything like that.Boo-urns!"
1687,2,"I just had my car done here. It was and ""in and out "" quickie. When I got home I redid the interior and touched up the exterior. The vacuuming was not satisfactory at all. I would say it was very slap dash. When I called to complain after getting home and realizing what a poor job they did, they told me it was a quickie so just a quick wipe down the middle. And  a quick vacuum job. No apologies, just ""that's your choice not to come back"". I do not own pets and i don't have kids so this car was not that dirty to begin with. I will not be going back and I recommend others find an alternative."
1688,3,"I've been going to this place for years, but I'm fed up with dirty rocker panels that don't get clean even after going around a second time (waiting for 6 cars to get through ahead of me each time), and having paid for the second level of carwash, which supposedly includes under spray (salt, you know) AND spray wax, I saw that for the second time in recent experience, the light-tree doesn't light up that indicates that the wax application is activated. If you complain, the very rude woman on the cash register will yell at you at the top of her lungs, telling me that the light tree is broken. Well fine - the first time - but months later finding it still isn't working, you wonder if the under-spray and wax button just wasn't pushed and you are paying for the second level of service and getting the very basic level (no under-spray & no wax). The drier guys with cloths are very casual, talking to each other, and paying no attention to areas that obviously did't get clean by the automatic system. I asked for a damp towel and worked alongside them to really get my rocker panels clean and bird droppings off the roof. But the attitude of the woman on the cash (apparently the only ""boss"" you can complain to) is very loud and rude and unreceptive to your concerns."
1689,2,"If there were marks for sub par service I would have given this place a negative rating. I should have learnt my lesson when my wife had paid for a ""VIP"" package and had to return to have the job done again. Believing it was a one of situation and being a person that believes in a second chance, decided to have the VIP service. Well, lesson learned... they do not deliver what you pay for. After complaining the owner, then marginally cleaned up a little more but it was by no means worth the money.  That will be the only and last time. I will not be back!"
1690,1,"This is my first time going to this place and my last.  I read the services offered and opted for the ""Super in/out Hand Wash"", The services they offered were not done and they tried to upsell me to the Express Mini-Detail"" which was much more expensive.  I went back the next day to show them what they didn't do and the service was sloppy (quick and dirty).  What a waste of money.  You would think they would take care of a first time customer a little better. Avoid this place and save your money."
1691,3,"I have photos of this...The photos are of: A broken sideview mirror.A filthy dash. Leather seats that were never wiped.A blob of smoothie that my son left less than 24 hours ago.There are dozens of alternatives to this place. Even if you are sitting directly outside of this building, do not go in.I drive a Small SUV. I requested a Express in-and-out $26.I stated to the owner that he can ignore everything that I put in the baby seat, and all of the trunk.The owner asked if I wanted the cup holders cleaned, this of course is the stupidest fucking question. If I could somehow rewind my life back to a moment, I should have taken my keys back right then and there and moved on.If I have to tell you to clean something in the car, and you are in the car cleaning business, then you are a moron.""of course you need to clean that"".He chimes in with ""well that is going to be $10 extra. So lets start adding up this bill. That is $10 + $3 + $26. My bill came to $46. That is $20 more that the advertised price.I got into my car, pleased that the exterior was clean, and frankly I assumed the car was too.Then I noticed that the side view mirror was broken, and a 2 inch by 1 inch piece was broken off. I got out of the car, and called the owner over. I explained that my mirror was broken, he denied this till the cows came home, so I left him to tend to the bovines I skirted past him, walked right  into the cleaning bay. I got to the area that they power-wash the vehicles...I am now looking for a piece of my car. The owner caught up to me to inform me he couldn't have broken it because ""I DIDN'T CLEAN IT. This is the logic of a 9 year old and, WHY? exactly didn't you clean it.Now I am utterly fuming. I look all through my car, THIS IS THE MOST PATHETIC CLEANING JOB ON EARTH. A Sunday school fundraising car wash would do a better job.Here are trusted alternatives to this business:Steeles Car Wash -  2645 Steeles Ave W, North York, ON M3J 2P1 - 4+ starsParkway Car Wash - 2055 Sheppard Ave E, North York, ON M2J 1W6 3+ stars.**as an aside, I had some simple work done to this vehicle at a Mr Lube. One of their staff broken something. By the time the manager stopped apologizing, he had comped the entire job, gave me a free oil change for my next visit and gave me a 10% lifetime discount card. THAT IS CUSTOMER SERVICE."
1692,3,"I went in because I was across the road getting Krown treatment.  I didn't check the reviews otherwise I never would have stopped.   I wanted my carpets shampooed; it was supposed to be $49.99, but I ended up spending $100 on an ""interior cleaning"".  So, I'm now going downstairs to spend an hour re-doing the interior of my car.  The windows are so bad that it looks like it rained on the inside of my car.  Everything is covered in some kind of film, and there is dirt everywhere left untouched.  Everything wiped has streaks that show only a part was actually wiped.  I'm not certain, but it looks like there is some damage to my seats as well.    I am F-ing pissed."
1693,1,"Worst car wash I have ever had, and attendants all have attitude. I was one of two cars, so not busy, inside was filthy and the guy at the end of the line who is supposed to wipe excess water off gave my windshield one wipe and side doors one wipe and waved me goodbye. I know who owns this place and will tear a strip off them next week, they should be paying me to go."
1694,2,First time at this car wash.  I got the platinum car wash which was $27 + tip.  Total disappointment.  Waiting area is filthy.  They have a two seater bench that nobody wanted to sit on because it looked filthy.  They forgot to vacuum the trunk and didn't wipe down the water around the doors properly leaving trails of water spots.  First and last time here.
1695,2,"I usually go to a fantastic place at Royal York and Bloor.  I was in the area of this car wash and pulled in.  Big mistake.  Big. $24 netted me an experience that was simply atrocious. I was first greeted by a man who noticed I had cashews in the car.  He told me that if his son were there, he'd take them and that he wouldn't even ask.  He'd just take them.  Strike 1.  What else would they simply take out of your car without asking?  The trust issue has already been violated with this one. The so-called inside cleaning resulted in having the debris contained within the front driver's side mat being spilled all over the floor, on the left of the driver's seat.  A filthy rag was also left on my dash.  Strike 2.When the debris spill was noticed by me and had been pointed out, I was told by the guy at the other end who wipes down your car that he does not have a vacuum.  He informed me that if it bothered me(?), I could return to the other side where I had entered to get it vacuumed out.  He then proceeded to wipe down my car while I sat in the car.  Normal enough.  He then opened the passenger side door and started to direct-spray whatever substance that was being misted out of the bottle onto the entire door panel, not even taking care where he was spraying it.  When I asked what it was he was spraying, he told me that it was 'shampoo'.  Interesting.  Any shampoo I ever used usually requires rinsing.  He wiped about a 1/3 of it leaving the rest dripping.  I had to point out and ask that the rest being properly wiped up.  I then noticed that the micro fiber cloths he was using were also filthy.  Those cloths left a streaky mess on the inside of my windows.  I then asked him to stop doing this after the front and rear passenger windows were gummed up.  Who knows what remained on my door panels.The guy then had to comment to me that I seemed upset.  I told him that I  was unhappy with the lack of concern.  He then said to me, ""You are upset.  Come back, don't come back, I don't fucking care"".   I had told him that I could see that he didn't care, and that it was evident from the foul language used towards me without any provocation.  Strike 3.Here is what else you DON'T get for $24:- Dash is not wiped- Insides of windows and windshield are not cleaned - they are made dirty- Staff members that are completely inept where customer service is concerned - Extreme lack of a well run and managed operationAny 5 star or positive reviews that are found online about this place must have been written by the owner/manager.  This place is an absolute joke.  Never again!!  Stay away."
1696,2,I had one free express wash and thought it was a decent basic rinse. But I just went in today and paid for an 8 dollar regular wash which is supposed to have body shampooing. As far as I could tell it was exactly the same as the express wash and cleaned next to NOTHING. There's so much dirt left all over the car and windows. Really disappointing. Won't bother going back there ever again and I'm not that picky.
1697,2,"My review is for the Dog Wash.Being forced to buy tokens from a machine was a pain, especially since the change machine only provide coins, and the token machine only accepts bills... so was forced to buy $20 worth of tokens, but figured can use the extra another time.Then got our 2 dogs all soaped up and ran out of time, no big deal, put in coins for another 15 minutes... but wait, the machine stops accepting the coins at 8, and to start the water it costs 10 tokens... gah!Tried to find some staff at the car wash area to help us, nobody is there.Called the Emergency numbers they list on the wall above the dog wash, no answer, not able to leave a message.  Find another number on the glass door of the dog wash, and man answers, says he will be there in 3 minutes.Another couple stop by wanting to wash their dogs, we tell them we are waiting for someone to fix the machine!  We suggest our usual place, Wash n Go on Dundas West and Scarlett Road... we are wishing we went there instead of trying this place!The guy does show up and after opening up the machine discovers, like we said, it is not accepting more coins... fiddles with internal buttons for a while and then it recognizes the coins and the water starts.  We finish rinsing off the dogs, and the guy says he is going to put a sign on the door saying the dog wash closes at 6... that's nice, we are there at 4 pm!!!  From now on we will return to Wash n Go, because they have staff working on site as long as the laundry part is open...Have no idea what the car wash part is like here, but again, I would rather go to Wash n Go because their set up is better and has more bays for cars.Bye bye Shiny Time..."
1698,3,"I used the coin car wash when I was there. They have 3 bays and not much space to maneuver in. Don't get stuck behind someone slow, because its hard to switch bays once you are inside. While I was waiting I checked out the dog washing bay. It is $10 for 15 minutes. For the price, I would rather wait until I got home.  They have a token machine if you don't have loonies and toonies and tons of those vending machines selling auto related wipes.They also have a machine that you can pay to have your carpet floor mats cleaned. The coin car wash price is $2 per cycle. I think you get 2:40, which is reasonable. I Would like to hear a louder noise that you are almost out of time, so I can add more money. Also, the bays are drive through. This is problematic on days where there is high wind and the water blows back on you. Would have loved to give this place 4 stars, but the long wait time and drive through bays not blocking the wind made then loose a star."
1699,1,"Spent the whole time trying to up-sell me on a carpet shampoo because I wanted to put my new all-season mats in but I persistently said ""no thank you"". When I picked up the car he said he did the shampoo free of charge so I gave him a very generous tip. When I got home I lifted the mats to see that he did not do the shampoo at all, they were still completely salt-stained. Worst business practice I've seen. Pay the extra $5 to GO SOMEWHERE ELSE!"
1700,1,"dont go to this location every better save your money and go sumwhere else might be cheap on teambuy and gropon but i swear to you go somewhere else there damaged my 100,000 dollar car broke the mirror scatched the car all in 2hours of cleaning and afterwards lied about it i promise you this for your good goo sumwhere else and there also didnt clean the car well as welll car was still dirty inside and out one of the worst places i have ever been and a blame myself lesson learnt am currently suing them so beware.thank me later."
1701,1,"I bought 2 coupons from Living Social, each at $39! A supposed $145 value!  So if you do the math a saving's of $105.We called to make an appointment and he told us we had to go to the Adelaide location.  We had to go there because they said the one in the Distillery is under construction. To our surprise we had to pay an extra $9 an hour for parking!!!  To get into the area where they are you have to pay the parking.If that wasn't enough then they mention that additional fees apply.  If we want dog hair removed that will be more money, if want it shampooed, more money.  It went on and on!Now who gets their car washed/vacuumed for $145?!!!! Absolutely absurd.  And for that matter who pays $40 plus $9 parking  to get their car vacuumed & washed?!Our car was NOT polished or waxed!  And the vacuuming was just okay.  They call this detailing?! The voucher said Detailed.I normally take my car to get vacuumed & washed for $25 and they do a damn good job!  But I thought this would be great for spring, get my car cleaned, vacuumed extensively, polished, full detailing.  This is not a full detail deal!!!  It's a vacuum & wash and that's it, so save you money and go to a regular car wash.  And don't forget you have to pay for your parking to get to it, cost you an extra $10!!!How can you full detail a car in one hour?!!!!A rip off!!  Don't bother getting their coupon deal, a massive thumbs down!"
1702,3,"When I entered the girl on the cash was busy with her phone texting i said hi, I stood for a few seconds only when  she finished texting she replied.The exterior of the car was good, glass was ok, wiping was ok as well BUT vacuuming was very bad.I went back to the girl and asked if they can vacuum again she replied no problem, but the job wasn't done properly and I told her that this is not clean her answer was you need shampoo, I smiled and I showed her the dirt that could be picked up by the fingers and there was a plastic fork that wasn't touched at all.This not a place to clean your car.Hope the owner do something about it."
1703,2,"WORST CAR WASH EVER!!!!!  wish I'd checked on here before I took my car there last year to be detailed.Car was left soaking wet inside and 3 days later it was still soaking wet and stinking of soap.  Took it to a friend who owns a used car lot for help and he spent 2 hours trying to get the soap out of the carpet.  Eventually had to completely replace the carpet, as we could never get all the soap out.When I complained to the owner, he not only wasn't interested, he was downright nasty.  I now have my car properly detailed at a place in Scarborough that my mechanic recommended."
1704,2,"I asked for the best, I paid and tipped before reviewing the final results. I can find a junkie on the streets who would do a better job for my 60$. Silver Star will never see me again nor my staff. Silver Star deserves a F-rating, for a below satisfy service. Casual Salon."
1705,1,"What a seedy-looking place. The only clean and modern feature is the machine that takes your payment. The brushes are filthy. I paid an extra $4 to wash the bottom of the car, but by the time I exited I suspected the it would be dry. Guess what? It was. No one should trust these guys with credit card info, and no one should get any kind of pass here."
1706,2,"This car wash just did a major upgrade and now offer unlimited daily car washes at a monthly fee.I signed up for it, and they put the barcode sticker on my windshield (for automated entry) and charge my credit card on a monthly basis.Every time I go in for a wash, their automated car wash system says my sticker is invalid. I talked to the attendant about that, and he said ""the boss"" is on vacation and didn't set up the system yet properly.Now every time I go there for my unlimited wash I have to get out of my vehicle and argue with them to open the gate and they always ask for my receipt(which I never got).Why take people's money if your system  isn't up and running properly?The staff here are very unprofessional and have no idea how to deal with customers. Im sick and tired of dealing with this everytime I go there, so I told them I want to cancel my membership. I was told I have to wait for their boss to come back ."
1707,2,"Stopped here to get my car washed and specifically wanted a wax application to protect it over the winter months.The carwash is also a full service gas station. The guys working there were less than helpful. Their english wasn't great, plus the guy mumbled all his responses to me, repeating the same words every time. I asked several times if they had a premium car wash with wax and they nodded their heads many times and gestured for me to drive around to the back of the line. The carwash is advertised as $6 but I paid $10 thinking I was getting the 'Executive wash'. When it came to be my turn I asked 'which wash includes wax?' The guys response was '$10.' That's a price, not an answer to my question. I could only assume he meant that the $10 Executive wash includes a wax. The sign was vague. I asked for clarification saying 'So, the executive wash includes a wax?' He responded '$10, yes'. Figuring I was getting no where, I just gave him $10 and he put a receipt on windshield without saying anything. Then another guy standing by the entrance of the wash gestured for me to pull forward. He hosed off the windshield and hood of the car, including the receipt that was stuck on to the hood, without looking at it. Why would the first guy stick the receipt under my wiper if the second guy is only going to blast it off with a hose? The wash I received seemed like the exact same wash that every other car was getting, even though those cars bought the $6 wash. There was no wax application. Just a basic touch wash.I did get a coin for 5mins of vacuuming with my wash. They have 4 vacuum stations near the entrance just west of Dufferin and like all good gas stations, 2 are always broken. That's probably all this place is good for. My parents recently informed me that he took his car for a wash there and the sponge machine tore off one of the rubber liners on the roof. Now he has to take it to the dealership for repairs. I wouldn't return here. There's a DIY wash at the Shell station to the west and an Esso wash on Davenport, just south of Dupont."
1708,3,"Way overrated!We have used in&out for our move last month. Very nice guys but frankly, that's not enough.., we were looking for professional movers to move us from our old home to our new home, and we were disappointed.It started wrong when they came in about an hour late.., then they were just not very professional. Couldn't handle heavy stuff, and tried to dismantle anything they could to avoid moving heavy items (like our elliptical). They were not prepared for our move (we asked a few times before our date if they want to see our house and what needs to be moved upfront, but they kept saying they don't need to see it) and it took them too long.The only positive I have to say is that they were super nice!, unfortunately this is not what we needed, we needed good movers..Update:So the owner is claiming this is a fake review..?, so I'm attaching a picture of their truck loading our stuff in our driveway. If you zoom to the left you can see that it says In&Out (the picture was taken to send to our family when we moved, not for putting here, so it didn't capture the name properly, but it is easily seen and the owner can also recognize his license plate on the top left)."
1709,3,"I hired In & Out Movers to pack my place and move across town.  One star is for the great job packing.  They arrived on time, packed everything really well and nothing broke in the move including my many crystal wine glasses!  However I had to provide my own packing materials which was something new for me.  And perhaps using towels, sheets, pillow cases, table cloths and even a woven rug was the reason everything that was packed survived the move.  Be prepared to supply your own if you go with their packing services.One star is for the guys who packed me and moved me the next day.  They were professional and personable and made the move very easy and did I mention their great packing skills?However I cannot give a star for their customer service.  After I booked the reservation  I repeatedly asked Tony for a formal quote in writing.  Not only did I not receive one, he never responded to my phone calls or emails.  It got to the point two days before my move I called to ask if I was going to receive their services.  After the move I called and emailed again to complain about how the movers handled the disassembly and assembly of my beds, to give them the benefit of resolving this before my review and I've not received any communication from either my message or email.  Which leads to why another star was removed. My expectations were not managed in regards to what to expect the day of the move.  I was told by Tony that there would be a three man crew during my move: two to do the moving and one to do the disassembly/ assembly of my two beds and shelving unit.  This would expedite the move and keep costs low.  This didn't happen.  Only two guys helped me move which led to a longer move out/in process as well as an incomplete job, which led to a bit of a sticker shock when I saw the final bill.This is why I cannot give a third star.  Since there were only two guys - they didn't take their time disassembling my bed frames nor did they complete the assembly of these beds at my new location.  My guest bed is actually broken because instead of taking it completely apart, they tried to move it while still partially assembled.  Granted it was an Ikea bed, but the holes have been stripped, screws and pieces missing, where my former neighbours called and saved the pieces for me to pick up to try to put it back together.  My other bed was only partially assembled with none of the bolts/screws tightened so I had to complete their job.  They said they didn't have the right tools, which I don't want to fault them for but again my expectation was that these guys have plenty of experience with assembling/disassembling furniture both Ikea and not, where they should have a set of Allen wrenches and a ratchet set.  Pretty standard stuff really.  And I understand we were working on a timeline (move had to be done by 2:00) but they arrived at 9 am and if they had that third worker, I don't think there would have been any problems.    Overall, I'm not sure I would use this company again.  For packing, definitely!  But for moving?  Maybe, if I disassemble my own furniture in advance and make sure it's done right.   But they definitely need to work on their customer service."
1710,3,"Not a fan.  That's all I'm going to say, because they reimbursed us for some of their failures.  I haven't found one mover in the last 10 years that I would recommend.  I feel that movers should: wear booties over their shoes, lay down a moving track mat in the doorway, use ALL 3 men to move, not take smoke breaks, disappear, be expeditious, and treat your items with respect.  Somehow, none of these companies seem to know these things, and if they do, don't do it."
1711,3,"I hired My Ninja movers in January. While they were very pleasant people, their skills however were terrible. They were asked to move my bed frame, mattress and dresser from my storage unit. The dresser was still assembled so really just put my king frame together. I should have watched them more closely, boards are missing. I'm assuming their back in my storage unit or on their truck some where. Well last week my support bar broke and so did some slats. I am assuming it broke due to other pieces of my bed frame not being add to act as proper support. Random slats were screwed in all wonky and randomly placed.I'll now have to hire a carpenter to try and fix their mistakes."
1712,1,"These guys are thieves. Be very careful. Seal and count all boxes and belongings both on pick up and delivery. I had a bin of valuables including high end shoes, expensive motorcycle gear and designer purses mysteriously go missing on delivery.  The crew alleged to have delivered everything up to my condo and asked me to sign that the truck was empty while I was in my condo, perhaps I should have been more cautious and gone down to make sure. Lesson learned the hard way. Beware. Would never use again and will warn anyone I can."
1713,1,"Worst experience I've ever had. Would never ever use this company EVER! Massive destruction of my property occurred. TREVOR HAWKINS was dealing with the property he agreed to fix but has not even gotten back to fixing anything. I had tried to reach out for a response and was told to ""stop calling him."" Very irresponsible, only there to take your money. Never to satisfy any customer. Would NOT recommend."
1714,2,"We used El Cheapo before 2 years ago, last time the movers were quick to finish packing all stuff. However, they got lost and took 20 mins ish to come to my new place, even though it was extremely easy from Old Mill along Bloor straight right up to Islington. This time, they came an hour late, NO ""sorry"" or anything at all. I feel that they took slightly longer to pack our stuff. Since we were late, lucky enough we could still use the elevator at a new place but we had to let another person that booked an elevator before us used for their delivery. We ended up waiting for that delivery to finished about 30-40 mins.We ended up paying quite a lot for the service without any discount on how late they were that ruined the whole elevator schedule. Even worse, they broke one of our lamp base, whatever it is not a big deal, we still can use that lamp. I tried to hide it, but I came in and saw that happened.Never again with this company!"
1715,1,"Don't waste your money with these movers, I could have completed the move by myself in less time and less stress.  The day started with the guys arriving over an hour late, and continued with them wasting time watching me move more boxes than them.  They did not care about handling furniture with care and spent more time chatting with other people at the storage facility rather than completing my move. Staff at the storage unit were even baffled by their work ethic and slow speed.  Even if they offered you help for free, please don't take it."
1716,1,"Move on to a different moving company if you value your possessions, time, and energy. I hired them to move a custom piece of cabinetry. I sent them an e-mail with detailed dimensions, weight, and pictures so they could plan it out. I hired three movers because the sections were heavy. They arrived over an hour late and only after I called them over four times and e-mailed them did the driver say they were on their way. One of the 'mover' showed up wearing leather office shoes which was a red flag. They were trying to rush through the simple move even though I was paying by hour. When we got to my house they just wanted to jam it inside and ended up breaking one of the legs of the unit. Which meant that it couldn't be up and was just laying on its side. I have spent hundreds to repair and had to hire the cabinet maker to move it into place. I've spent the last three weeks trying to get in touch with Treigh after submitting my damage claim form and he has gone silent. STAY AWAY."
1717,1,"We moved a couple of weeks ago and used Energy. They provided us with three movers who, at first, were about what I expected out of movers (slow moving, disinterested, careless). As the morning progressed, they started to warm up and I suppose that should have been the first warning.They got into moving things from our bedroom which is where I keep my sneakers. At this point, one of the movers started going on about his sneaker collection only that he doesn't keep his in boxes because that's dumb. Cool, good for you, right? When all was said and done, the move took about 5 hours and we thought everything was good and great and done with. Only the next day when we started organizing everything, we found that there were some items that were not where they were supposed to be.Energy Crew stole from us. As I was moving my sneaker boxes around, two of them felt light and sure enough, the boxes made it over, but the shoes inside were gone. Now, either that mover who was talking his face off is as dumb as he sounds (he played himself) or, one of the other two movers are real smart and recognized that dude was talking waayyyyy too much and stole it to make him look like the one. Also, they stole our drill for good measure, because why not at that point.Furious, I took to emailing the company and got their Director of Sales who couldn't believe that this had happened and promised to do what he could (like search the truck...two days later...because that's where thieves keep the things they stole). Turns out ""whatever he could"" was constant delays in response time, $100 (doesn't even cover one of the pairs of shoes) and, get this, TWO FREE HOURS OFF MY NEXT MOVE WITH ENERGY! ""Hey there, criminals, why don't you come on in and have your pick at the shit you didn't steal from me last time!""I've been posting reviews, replying to strangers on social media who are moving to or in Toronto, contacting their corporate business partners and will be filing a police report, contacting the BBB and am looking into cost comparison for small claims court.All of this to say, NEVER USE Energy Crew. If you're a person who shares missives on Facebook, please feel free to do just that."
1718,1,If I could give this less than 1 star I would. Where to begin... We booked You Move Me on April 1st between the time slot of 12-2PM. It was absolutely critical for the movers to arrive on time due to the condo elevator reservation which was 12-3:15. We called multiple times in advance stressing the importance of a timely arrival and they say they would arrive between 12-12:30 and that they even staffed another mover on the job before ours. By 1 o'clock we received no phone call and resorted to calling the office ourselves and were informed that the job before ours was running late. To fast forward a little bit the movers arrived at 4:30!!!! I cannot even begin to explain how stressful the waiting period was. When they did finally arrive the movers were not uniformed and had the audacity to greet us with a cigarette hanging out of his mouth. After the move was complete we spoke to the manager of the Toronto office regarding a discount for the significant delays and the maximum he offered us a negligible amount and told us that he would speak to the GM to approve a higher discount. I cannot stress enough how stressful it has been dealing with this company. For $500 save your self a headache and get a U-Haul because clearly no one at this company cares. STAY FAR AWAY!
1719,1,"I hate writing bad reviews on Yelp, but here I must join the chorus of negativity about this terrible company. Like others have stated, they seemed very professional on initial contact and when quoting the price for the job. However, on the actual move day, they neglected to bring equipment to pack art, they gave up on pieces of furniture they couldn't easily get down the stairs, and one of the 3 guys had to leave early, leaving the other 2 guys to rush to finish the job. When I got home later in the day, we were in a semi moved out state, obviously not the seamless move we were promised (and quoted). They did return the next day to get the other pieces of furniture/boxes out, but only after much hounding. There was quite a bit of drywall damage and damage to mouldings, which, to their credit, they did offer to fix, but AFTER the first of the month, when we no longer had access to the apartment. They also never brought the much-ballyhooed coffee they promised on their website.They moved us into a much-too-big storage locker, with monthly costs much higher than quoted. We met their operations guy, Dave, who seemed nice enough and promised to reverse the charges until everything was sorted out, but now he has now ghosted us for the past 3 days, adding to our frustration. They also already charged us for moving into our next place, which isn't happening for a couple of months and no way we'd use these guys anyways.  Anyways, we're contesting the credit card charges. I warn against hiring this company in the strongest of terms."
1720,1,Terrible experience!!!!!!!!!!! I hired them to pack my four bedroom home the day before the moving trucks were to arrive to move me. When I arrived home in the evening to inspect the packing I found less then half the house packed. I took photos and sent them to head office asking for a refund and an explanation. I was up until 3 am packing my house and I am now still waiting a month to hear from them regarding what they will do for me. They took the payment on my visa and I have had no refund for a job NOT DONE!! Terrible company shame on them! *the franchise owner is also an owner of 1-800-GOT-JUNK.
